Case ID,Activity ID,Activity Date,Originating Department,Owner Department,Controlling Department,Cargo Property Damage,Facility Property Damage,Other Property Damage,Vessel Property Damage,Total Property Damage,Total Persons at Risk,Total Persons Dead,Total Persons Missing,Total Persons Injured,Vessels Actual Total Loss,Vessels Constructive Total Loss,Vessels Damaged,Vessels Undamaged,Level of Investigation,IMO Designation,US Designation,Serious Marine Incident Designation,Latitude,Longitude,Activity Title,Case Title,Incident Involved
993141,4171598,9/28/2011,MSU PITTSBURGH (007764),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Informal,Routine,Routine,Not a Serious Marine Incident,39.671695000000000,-80.864246666700000,Equipment Failure,Misle 5.0 Data Migration - Created from Notification: Ohio River Mile 126,Material Failure/Malfunction
571029,4159888,9/29/2011,MSU HUNTINGTON (007767),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,38.933890833300000,-82.102221666700000,UCN 11-036/AEP GAVEN PLANT/Oil Spill,AEP Gavin/Pollution/UCN 11-036,Discharge/Release - Pollution
572735,4167450,9/30/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Informal,Routine,Routine,Not a Serious Marine Incident,36.497226000000000,-89.485074000000000,LEE ANN INGRAM / Equipment Failure,MS Equipment Failure/LEE ANN INGRAM/ 00 00.0 S 000 00.0 W mm 886.4LMR/302300ZSEP11,Material Failure/Malfunction
571421,4159956,10/3/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.166355000000000,-88.425870000000000,MSUP/NRC#991478/M/V CHRIS/DEISEL/1GAL,MEP Pollution - Oil/CHRIS/ SMITHLAND LOCK 00 00.0 S 000 00.0 W mm 918.5 OHR/031100ZOCT11,Discharge/Release - Pollution
571572,4162141,10/4/2011,MSU HUNTINGTON (007767),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,2,Data Collection,Routine,Routine,Not a Serious Marine Incident,38.525623333300000,-81.914358333300000,MS Grounding_UTV MARLEY PRICE,MS Grounding/ 38 35.81963 N 082 00.22278 W MM 23.5 KAN /041445ZOCT11,Grounding
573338,4170635,10/4/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$2,500.00","$2,500.00",0,0,0,0,0,0,1,0,Informal,Routine,Routine,Not a Serious Marine Incident,38.196920000000000,-86.361468333300000,JAMES H HUNTER - Loss of Propulsion (Partial),MS Equipment Failure/ 38 11.81524 N 086 21.6881 W MM 665 OHR/041458ZOCT11,Material Failure/Malfunction
571655,4161360,10/5/2011,MSU PITTSBURGH (007764),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,1,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,,,MS barge taking on water 10/05/2011 9:24:00 AM),MEP Sinking/NWM 3009/J W HERRON/ Ohio River Mile 43.2 RDB/050924ZOCT11,UNSPECIFIED
571749,4170736,10/5/2011,MSU PITTSBURGH (007764),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$175,000.00","$175,000.00",0,0,0,0,0,0,2,1,Informal,Routine,Routine,Serious Marine Incident,40.505209000000000,-80.092966000000000,UTV CONNIE K Sunken barge CBL 7716 Ohio Rvr MM 7.2,MEP Sinking/CONNIE K/ 40 30.5549 N 080 06.30052 W Ohio River Mile 7/052200ZOCT11,Grounding
571683,4161489,10/5/2011,MSD CINCINNATI (007762),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,38.191720000000000,-86.345890000000000,M/V FRAN C Loss of Steering,MS Collision/ 39 06.3846 N 084 29.367 W MM 469 OHR/312155ZAUG10,Loss/Reduction of Vessel Propulsion/Steering
573693,4172888,10/7/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,1,2,Informal,Routine,Routine,Not a Serious Marine Incident,37.117778000000000,-88.641110000000000,L B EDGIN / Equipment Failure,MS Equipment Failure/L. B. EDGIN/ 00 00.0 S 000 00.0 W MM 939 OHR/071400ZOCT11,Material Failure/Malfunction
573322,4170485,10/7/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$40.00,$40.00,0,0,0,0,0,0,1,0,Informal,Routine,Routine,Not a Serious Marine Incident,38.108889000000000,-86.413610000000000,SUNFLOWER- Loss of Propulsion (partial),MS Equipment Failure/SUNFLOWER/ 38 07.10453 N 086 25.51353 W Ohio River Mile 679/070445ZOCT11,Material Failure/Malfunction
572311,4165499,10/9/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.125127000000000,-88.655729000000000,MSUP/NRC#992051/TVA dredge/Diesel Fuel/10 GAL,MSUP/NRC#992051/CTF/TVA dredge/Diesel Fuel/10 GAL,Discharge/Release - Pollution
572347,4172979,10/10/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,3,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.873650000000000,-89.779320000000000,COAL EXPRESS /  Grounding,MS Grounding/COAL EXPRESS/ 38 13.7 N 090 21.66 W UMR 149/101840ZOCT11,Grounding
572385,4167907,10/11/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,"$169,205.00",$0.00,$0.00,"$169,205.00",0,0,0,0,0,0,0,1,Informal,Routine,Routine,Serious Marine Incident,37.123398333300000,-88.657413333300000,J.A. Ward / Allision,MS Allision/J A WARD/ 37 07.40399 N 088 39.44488 W MM 939 OHR/110830ZOCT11,Allision
572546,4166294,10/12/2011,MSD CINCINNATI (007762),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,39.094030000000000,-84.504500000000000,M/V SCHEEL -Personnel Injury,MS Loss of Life/Injury/MARY SCHEEL/ 39 05.12448 N 084 38.78251 W MM 479 OHR/121030ZOCT11,UNSPECIFIED
572716,4173008,10/13/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.873650000000000,-89.779320000000000,CAPT JAMES  ANDERSON / Grounding,MS Grounding/CAPT. JAMES ANDERSON/ 37 14.077 N 089 27.68133 W MM 45.2 UMR/131710ZOCT11,Grounding
572903,4168280,10/13/2011,MSU PITTSBURGH (007764),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Informal,Routine,Routine,Not a Serious Marine Incident,39.805278000000000,-80.822499000000000,MS Equipment Failure (10/13/2011 6:25:00 PM),"MS Equipment Failure/M K MCNALLY/Ohio River mm 114.0/ 39 48.25663 N 080 49.27434 W 114 Ohio River
Waterway Name:  Ohio River mm 114.0/131825ZOCT11",Material Failure/Malfunction
572667,4167364,10/13/2011,MSU HUNTINGTON (007767),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,38.419134000000000,-82.595270000000000,M/V YVONNE CONWAY/oil discharge/UNC 12-001,MEP Pollution - Oil/ 38 25.73678 N 082 36.02093 W MM 318 ON THE OHIO RIVER/131110ZOCT11,Discharge/Release - Pollution
574945,4180426,10/17/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,1,0,0,1,0,0,0,1,Informal,Routine,Routine,Serious Marine Incident,37.817481666700000,-87.058303333300000,M/V CAPTAIN ELROY - Personnel Injury,MS Loss of Life/Injury/EVANSVILLE MARINE SERVICE/ 37 49.04892 N 087 03.49826 W MM 750 OHR/171700LOCT11,Personnel Casualty - Injury
574024,4174679,10/18/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.191320000000000,-89.051065000000000,MSUP/NRC#992942/UNKNOWNSHEEN/OHR MM 966,MEP Pollution - Oil/ OLMSTED LOCK AND DAM 00 00.0 S 000 00.0 W UNKNOWN SHEEN/181300ZOCT11,UNSPECIFIED
573362,4177088,10/18/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$8,000.00","$8,000.00",0,0,0,0,0,0,1,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.076561666700000,-88.571415000000000,JERRY TINKEY / Allision,MS Allision/JERRY TINKEY/ 37 04.59379 N 088 34.28494 W MM 933.3 OHR/181650ZOCT11,Allision
573504,4180402,10/19/2011,MSD NASHVILLE (007763),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$12,000.00","$12,000.00",0,0,0,0,0,0,1,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,36.297498333300000,-86.658066666700000,M/V C.B. FORD - Grounding (10/19/2011 9:15:00 AM),MEP Pollution - Oil/ ON THE CUMBERLAND RIVER RIVER MM 206 36 11.54571 N 086 39.65202 W MM 206 Ohio River/190915ZOCT11,Grounding
574790,4179177,10/22/2011,MSU PITTSBURGH (007764),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,1,0,0,1,0,0,0,1,Informal,Routine,Routine,Serious Marine Incident,40.649836666700000,-80.383566666700000,MS Loss of Life/Injury,MS Loss of Life/Injury/LYDIA E. CAMPBELL/ 40 59.0 N 080 49.0 W 38.5 OHR/230124ZOCT11,Personnel Casualty - Injury
574051,4177128,10/24/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$65,000.00","$65,000.00",0,0,0,0,0,0,1,5,Informal,Routine,Routine,Not a Serious Marine Incident,37.773328333300000,-89.661531666700000,JIMMY BROWN / Grounding,MS Grounding/JIMMY BROWN/ 37 46.39973 N 089 39.69198 W Upper Mississippi River MM 96/241715ZOCT11,Grounding
584092,4243438,10/24/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Informal,Routine,Routine,Not a Serious Marine Incident,37.168425000000000,-88.784486666700000,HORNET / Equipment Failure,MS Equipment Failure/HORNET/ 37 10.10556 N 088 47.06927 W 947 Ohio River/241205ZOCT11,Material Failure/Malfunction
574379,4177225,10/26/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,1,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.936250000000000,-86.923610000000000,THERESA ANN - Pollution - Oil,MEP Pollution - Oil/ 00 00.0 S 000 00.0 W MILE 771 OHIO RIVER/260545ZOCT11,Discharge/Release - Pollution
575136,4181425,10/28/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$200.00,$200.00,0,0,0,0,0,0,1,1,Informal,Routine,Routine,Not a Serious Marine Incident,37.722783333300000,-88.010923333300000,LADY LOIS - Loss of Propulsion,MS Equipment Failure/LADY LOIS/AMHERST MADISON INC/ 37 43.36701 N 088 00.65549 W Ohio River Mile 572/281240ZOCT11,Material Failure/Malfunction
574837,4179672,10/29/2011,MSU PITTSBURGH (007764),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,1,0,0,1,0,0,0,12,Informal,Routine,Routine,Serious Marine Incident,40.648550000000000,-80.384990000000000,Georgetown-Injury(amputation)-MontgomeryL/D-OHR32,MS Loss of Life/Injury/GEORGETOWN/ 40 38.74623 N 080 23.55166 W Ohio River Mile 32/290909ZOCT11,Personnel Casualty - Injury
574697,4180928,10/30/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$250,000.00","$250,000.00",0,0,0,0,0,0,3,1,Informal,Routine,Routine,Serious Marine Incident,37.647796666700000,-89.516226666700000,ROY E CLAVERIE / Grounding,MS Grounding/IB9114/ROY E. CLAVERIE/ 37 38.86782 N 089 30.97364 W Upper Mississippi River Mile 81.2/300556ZOCT11,Loss/Reduction of Vessel Propulsion/Steering
574886,4200307,10/31/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.873650000000000,-89.779320000000000,CAIRO / Grounding,MS Grounding/CAIRO/ mm 0 UMR/312200ZOCT11,Loss/Reduction of Vessel Propulsion/Steering
574916,4180212,11/1/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.003876666700000,-89.167703333300000,Alleged Violation of Law/Regulation,Mariner failed random drug test conducted on 10/12/2011.,UNSPECIFIED
575082,4181187,11/2/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,0,Informal,Routine,Routine,Not a Serious Marine Incident,37.063605000000000,-88.638333333300000,Positive Chemcial Test,"MS Alleged Violation of Law/Regulation/Healthworks, LLC/QUEST DIAGNOSTICS//021805ZNOV11",UNSPECIFIED
575295,4182631,11/4/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.125127000000000,-88.655729000000000,MSUP/NRC#994549/UNKNOWN SHEEN/MM 943 OHR,MSUP/NRC#994549/CTF/UNKNOWN SHEEN/MM 943 OHR,UNSPECIFIED
575444,4189060,11/6/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,2,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.140407000000000,-88.410197000000000,SUNFLOWER / Grounding,MS Grounding/SUNFLOWER/ MM 923.5 OHR/060633ZNOV11,Grounding
575442,4199978,11/6/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,2,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.014721666700000,-88.265276666700000,EDWIN L KENNEDY / Grounding,MS Grounding/EDWIN L. KENNEDY/Kentucky Lock and Dam/ 37 00.88333 N 088 15.91667 W MM 22.4 TNR KY Lock/060630ZNOV11,Grounding
575773,4185831,11/8/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$75.00,$75.00,0,0,0,0,0,0,1,0,Informal,Routine,Routine,Not a Serious Marine Incident,38.776245000000000,-84.965087000000000,ORLEANIAN - Loss of Electrical Power,MS Equipment Failure/ORLEANIAN/ 38 45.49141 N 085 01.28102 W 535 OHR/081600ZNOV11,Material Failure/Malfunction
576359,4189149,11/9/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Informal,Routine,Routine,Not a Serious Marine Incident,37.873650000000000,-89.779320000000000,Coal Express / Eqp Fail / Pollution NRC#99518,MSUP/NRC#995182/MV COAL EXPRESS/HYD OIL/.5 GALLONS,Material Failure/Malfunction
576471,4189864,11/9/2011,MSU HUNTINGTON (007767),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,38.260846666700000,-81.572316666700000,MPC CHARLESTON/Oil Discharge/UNC 12-003,MEP Pollution - Oil/ 00 00.0 S 000 00.0 W KANAWHA RIVER MILE 57.9 LEFT DESCENDING BANK/091330ZNOV11,Discharge/Release - Pollution
576590,4190543,11/10/2011,MSU HUNTINGTON (007767),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,38.933890000000000,-82.102221666700000,AEP Gavin/pollution/12-002,MEP Pollution - Oil/ 7397 STATE ROUTE 7 NORTH 00 00.0 S 000 00.0 W/101455ZNOV11,Discharge/Release - Pollution
576001,4188080,11/11/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$6,000.00","$6,000.00",0,0,0,0,0,0,1,2,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.793900000000000,-87.993430000000000,BRUCE DARST - Allision,MS Allision/BRUCE DARST/BMW/ 37 47.63406 N 087 59.60584 W Ohio River Mile 846/112030ZNOV11,Allision
579375,4209910,11/12/2011,MSD CINCINNATI (007762),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,1,0,0,1,0,0,0,1,Informal,Routine,Routine,Serious Marine Incident,38.795432000000000,-84.174194000000000,UTV YVONNE CONWAY/Personal Injury,"MS Loss of Life/Injury/ Ohio River at mile marker 444, YKG Fleeting Area./171441ZDEC11",Personnel Casualty - Injury
576531,4190242,11/12/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,36.982190000000000,-89.132305000000000,MSUP/NRC#995366/M/V LEE ANN/DIESEL/1GAL,MSUP/NRC#995366/M/V LEE ANN/DIESEL/1GAL,Discharge/Release - Pollution
576630,4194647,11/13/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.016461666700000,-88.268258333300000,NRC#995398/MV TITLETOWN/TENNESSEE RIVER,MSUP/NRC#995398/MV TITLETOWN/TENNESSEE RIVER/CTF,Discharge/Release - Pollution
576262,4193708,11/14/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.016463000000000,-88.268259000000000,MSUP/NRC#995484/EMMA KATE/HYDRAULIC OIL/.5 GAL,MSUP/NRC#995484/EMMA KATE/HYDRAULIC OIL/.5 GAL,Discharge/Release - Pollution
576276,4189894,11/14/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,0,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.016461666700000,-88.268258333300000,MSUP/NRC#995490/PADUCAH RIVER PORT AUTH/DIESEL/5GA,MEP Pollution - Oil/Paducah Mccracken County River Port auth/ 2450 SOUTH FORTH ST Paducah 00 00.0 S 000 00.0 W/141930ZNOV11,Discharge/Release - Pollution
576310,4192760,11/14/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.078450000000000,-88.571400000000000,MSUP/995502/UNKNOWNSHEEN/934OHIO RIVER,MSUP/995502/CTF/UNKNOWNSHEEN/934OHIO RIVER,UNSPECIFIED
576317,4190484,11/15/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$150,000.00","$150,000.00",0,0,0,0,0,0,1,0,Informal,Routine,Routine,Serious Marine Incident,37.983333333300000,-87.783333333300000,MARIANNE - Sinking,MEP Sinking/Unknown Tug boat that sunk/ 37 59. N 087 47. W 40.3 GRN/150700ZNOV11,Fouling
576549,4192813,11/16/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$60,000.00","$60,000.00",0,0,0,0,0,0,2,4,Informal,Routine,Routine,Not a Serious Marine Incident,37.597968333300000,-89.514623333300000,JIMMY BROWN / Grounding,MS Breakaway/MEM 1511/JIMMY BROWN/CH9850/MEM 2224/AEP 7524/RF 838B/ 37 35.87813 N 089 30.87741 W Upper Mississippi River Mile 77.5/170005ZNOV11,Grounding
576623,4190828,11/16/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,1,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.140406666700000,-88.410196666700000,MSUP/National Maintenance/Lube Oil/Tennessee River,MSUP/National Maintenance/Lube Oil/Tennessee River,Discharge/Release - Pollution
576435,4211398,11/16/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),"$20,000.00",$0.00,$0.00,$500.00,"$20,500.00",0,0,0,0,0,0,1,2,Informal,Routine,Routine,Not a Serious Marine Incident,36.677190000000000,-88.069619000000000,M/V MISS KATIE / Allision,MS Allision/MISS KATIE/ 41.7 TNR/160130ZNOV11,Allision
576585,4190516,11/17/2011,MSU HUNTINGTON (007767),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$68,000.00","$68,000.00",3,0,0,0,0,0,1,0,Informal,Routine,Routine,Not a Serious Marine Incident,38.419133333300000,-82.595270000000000,UTV MAP RUNNER/equipment failure,MS Equipment Failure/MAP RUNNER/ 38 24.91863 N 082 35.66071 W Ohio River Mile 317/170705ZNOV11,Fouling
576668,4191176,11/17/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,"$1,950.00",$0.00,"$1,950.00",0,0,0,0,0,0,0,5,Data Collection,Routine,Routine,Not a Serious Marine Incident,38.265591666700000,-85.760390000000000,SANDY DRAKE - Grounding,MS Grounding/SANDY DRAKE/ 38 15.93557 N 085 45.62343 W Ohio River Mile 604/180330ZNOV11,Grounding
576777,4200050,11/19/2011,MSU PADUCAH (007766),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,"$95,000.00","$95,000.00",0,0,0,0,0,0,1,1,Informal,Routine,Routine,Not a Serious Marine Incident,36.983333333300000,-88.016666666700000,W. W. CRUM / Allision,MS Allision/W.W. CRUM/ 36 59. N 088 01. W 61.3 CMB /190410ZNOV11,Allision
577053,4198277,11/21/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,2,Data Collection,Routine,Routine,Not a Serious Marine Incident,37.869143333300000,-87.412018333300000,NADINE BAKER - Allision (Bridge),MS Allision/NADINE BAKER/LOUISVILLE AND NASHVILLE RR DRAWBRIDGE/ 37 52.1486 N 087 24.7211 W Green River Mile 8.3/220240ZNOV11,Allision
579377,4209928,11/21/2011,MSD CINCINNATI (007762),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,1,0,0,1,0,0,0,2,Data Collection,Routine,Routine,Serious Marine Incident,38.795432000000000,-84.174194000000000,MARY ALICE BAKER/Personnel Injury,"MS Loss of Life/Injury/ Ohio River, mile marker 403.3 
Carmuse Lime Fleeting Area/171530ZDEC11",Personnel Casualty - Injury
577801,4198301,11/21/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (CG-INV-3) (009107),COMMANDANT (CG-INV-3) (009107),$0.00,$0.00,$0.00,$0.00,$0.00,0,0,0,0,0,0,0,3,Data Collection,Routine,Routine,Not a Serious Marine Incident,38.685640000000000,-85.187660000000000,LYDIA CAMPBELL - Grounding,"MS Allision/LYDIA E. CAMPBELL/ Portland Canal, Ohio River, Louisville, KY/211625ZNOV11",Grounding
577064,4193721,11/21/2011,SECTOR OHIO VALLEY (007728),COMMANDANT (G-MOA) (002735),D8 PREVENTION DIV (DP) (008174),$0.00,$0.00,$0.00,$250.00,$250.00,1,1,0,0,0,0,0,3,Informal,Routine,Routine,Serious Marine Incident,37.895303333300000,-86.707483333300000,JANIS R. BREWER - Allision/Loss of Life,MS Loss of Life/Injury/JANIS R BREWER/ 37 53.71825 N 086 42.44901 W Ohio River Mile 721/220403ZNOV11,Allision
